
================================================================================
EXPERIMENT LOG
================================================================================
Experiment Name: deterministic_translate
Start Time: 2025-12-05T23:59:15.154518

GIT INFORMATION:
  Commit:  46ad22fcaabd91b2411763776d219fd2e4a69ab9
  Branch:  main
  Remote:  https://github.com/alainwelliver/deep-learning-speedrun-project.git
  Dirty:   True
  
GPU INFORMATION:
  CUDA Available: True
  Device Count:   1
  CUDA Version:   12.8
  PyTorch:        2.8.0+cu128
  Device 0: NVIDIA A100 80GB PCIe (85.1 GB)

================================================================================

[2025-12-05 23:59:15.154] [INFO] Starting experiment: deterministic_translate
[2025-12-05 23:59:15.154] [INFO] Configuration file: configs/deterministic_translate.json
[2025-12-05 23:59:15.154] [INFO] Module: airbench94_deterministic_translate
[2025-12-05 23:59:15.155] [INFO] Number of runs: 100
[2025-12-05 23:59:15.155] [INFO] Base seed: 42
[2025-12-05 23:59:15.155] [INFO] Hypothesis: Deterministic cycling through translation positions reduces redundancy (like alternating flip) and speeds up training convergence
[2025-12-05 23:59:15.155] [INFO] Modification: Replace random 2-pixel translation with deterministic position cycling based on hash(image_index) + epoch. Similar to how alternating flip removes randomness while preserving data diversity, cycling through translation positions should provide consistent augmentation without redundancy.
[2025-12-05 23:59:15.155] [INFO] Hyperparameters saved to hyperparameters.json
[2025-12-05 23:59:15.155] [INFO] Hyperparameters: {
  "experiment_name": "deterministic_translate",
  "hypothesis": "Deterministic cycling through translation positions reduces redundancy (like alternating flip) and speeds up training convergence",
  "modification": "Replace random 2-pixel translation with deterministic position cycling based on hash(image_index) + epoch. Similar to how alternating flip removes randomness while preserving data diversity, cycling through translation positions should provide consistent augmentation without redundancy.",
  "description": "The baseline uses random translation which can cause redundancy - the same image might get similar translations across epochs. By deterministically cycling through translation positions based on hash(image_index) + epoch, we ensure each image sees different translations across epochs while maintaining reproducibility. This is analogous to the alternating flip strategy that's already part of airbench94.",
  "base_seed": 42,
  "batch_size": 1024,
  "learning_rate": 11.5,
  "epochs": 9.9,
  "momentum": 0.85,
  "weight_decay": 0.0153,
  "bias_scaler": 64.0,
  "label_smoothing": 0.2,
  "whiten_bias_epochs": 3,
  "augmentation": {
    "flip": true,
    "translate": 2,
    "deterministic_translate": true
  },
  "target_accuracy": 0.94,
  "baseline_accuracy": 0.9401369762420654,
  "baseline_std": 0.001366604202900286,
  "baseline_n": 100,
  "implementation_notes": [
    "Modify the CifarLoader class in airbench94.py",
    "Replace random translation with deterministic cycling",
    "Use hash(image_index) + epoch to generate consistent translation offsets",
    "Cycle through the 25 possible translation positions (5x5 grid for 2-pixel translation)",
    "Maintain same translation magnitude (2 pixels) as baseline"
  ],
  "expected_impact": {
    "accuracy_change": "0.0% to +0.3%",
    "speed_improvement": "5-10%",
    "justification": "Removing randomness should slightly speed up training by reducing redundant similar augmentations. Similar to how alternating flip improved over random flip."
  },
  "ablations_planned": [
    "deterministic cycling (this experiment)",
    "random translation (baseline)",
    "no translation",
    "deterministic but fixed per image (no epoch variation)"
  ],
  "compute_requirements": {
    "gpu": "NVIDIA A100",
    "estimated_runs": 100,
    "estimated_total_time_minutes": 7
  }
}
[2025-12-05 23:59:15.155] [INFO] Loading and configuring airbench94_deterministic_translate...
[2025-12-05 23:59:15.888] [INFO] Effective augmentation config: {'flip': True, 'translate': 2, 'deterministic_translate': True}
[2025-12-05 23:59:15.888] [INFO] Running warmup...
[2025-12-05 23:59:26.555] [INFO] Warmup complete
[2025-12-05 23:59:26.555] [INFO] ================================================================================
[2025-12-05 23:59:26.555] [INFO] Starting 100 training runs...
[2025-12-05 23:59:26.555] [INFO] ================================================================================
[2025-12-05 23:59:26.555] [INFO] Starting run 0 with seed 42
[2025-12-05 23:59:30.856] [INFO] Run 0 complete: accuracy=0.9408, time=4.30s, seed=42
[2025-12-05 23:59:30.856] [INFO] Starting run 1 with seed 43
[2025-12-05 23:59:35.150] [INFO] Run 1 complete: accuracy=0.9392, time=4.29s, seed=43
[2025-12-05 23:59:35.150] [INFO] Starting run 2 with seed 44
[2025-12-05 23:59:39.462] [INFO] Run 2 complete: accuracy=0.9410, time=4.31s, seed=44
[2025-12-05 23:59:39.463] [INFO] Starting run 3 with seed 45
[2025-12-05 23:59:43.804] [INFO] Run 3 complete: accuracy=0.9406, time=4.34s, seed=45
[2025-12-05 23:59:43.804] [INFO] Starting run 4 with seed 46
[2025-12-05 23:59:48.123] [INFO] Run 4 complete: accuracy=0.9387, time=4.32s, seed=46
[2025-12-05 23:59:48.123] [INFO] Progress: 5/100 runs completed (5 successful)
[2025-12-05 23:59:48.123] [INFO] Starting run 5 with seed 47
[2025-12-05 23:59:52.441] [INFO] Run 5 complete: accuracy=0.9388, time=4.32s, seed=47
[2025-12-05 23:59:52.441] [INFO] Starting run 6 with seed 48
[2025-12-05 23:59:56.761] [INFO] Run 6 complete: accuracy=0.9387, time=4.32s, seed=48
[2025-12-05 23:59:56.761] [INFO] Starting run 7 with seed 49
[2025-12-06 00:00:01.096] [INFO] Run 7 complete: accuracy=0.9428, time=4.33s, seed=49
[2025-12-06 00:00:01.096] [INFO] Starting run 8 with seed 50
[2025-12-06 00:00:05.431] [INFO] Run 8 complete: accuracy=0.9397, time=4.33s, seed=50
[2025-12-06 00:00:05.431] [INFO] Starting run 9 with seed 51
[2025-12-06 00:00:09.799] [INFO] Run 9 complete: accuracy=0.9387, time=4.37s, seed=51
[2025-12-06 00:00:09.799] [INFO] Progress: 10/100 runs completed (10 successful)
[2025-12-06 00:00:09.799] [INFO] Starting run 10 with seed 52
[2025-12-06 00:00:14.138] [INFO] Run 10 complete: accuracy=0.9396, time=4.34s, seed=52
[2025-12-06 00:00:14.138] [INFO] Starting run 11 with seed 53
[2025-12-06 00:00:18.481] [INFO] Run 11 complete: accuracy=0.9399, time=4.34s, seed=53
[2025-12-06 00:00:18.481] [INFO] Starting run 12 with seed 54
[2025-12-06 00:00:22.841] [INFO] Run 12 complete: accuracy=0.9398, time=4.36s, seed=54
[2025-12-06 00:00:22.841] [INFO] Starting run 13 with seed 55
[2025-12-06 00:00:27.241] [INFO] Run 13 complete: accuracy=0.9396, time=4.40s, seed=55
[2025-12-06 00:00:27.241] [INFO] Starting run 14 with seed 56
[2025-12-06 00:00:31.646] [INFO] Run 14 complete: accuracy=0.9386, time=4.40s, seed=56
[2025-12-06 00:00:31.646] [INFO] Progress: 15/100 runs completed (15 successful)
[2025-12-06 00:00:31.646] [INFO] Starting run 15 with seed 57
[2025-12-06 00:00:36.001] [INFO] Run 15 complete: accuracy=0.9398, time=4.35s, seed=57
[2025-12-06 00:00:36.001] [INFO] Starting run 16 with seed 58
[2025-12-06 00:00:40.356] [INFO] Run 16 complete: accuracy=0.9371, time=4.36s, seed=58
[2025-12-06 00:00:40.356] [INFO] Starting run 17 with seed 59
[2025-12-06 00:00:44.753] [INFO] Run 17 complete: accuracy=0.9407, time=4.40s, seed=59
[2025-12-06 00:00:44.753] [INFO] Starting run 18 with seed 60
[2025-12-06 00:00:49.152] [INFO] Run 18 complete: accuracy=0.9421, time=4.40s, seed=60
[2025-12-06 00:00:49.152] [INFO] Starting run 19 with seed 61
[2025-12-06 00:00:53.546] [INFO] Run 19 complete: accuracy=0.9397, time=4.39s, seed=61
[2025-12-06 00:00:53.546] [INFO] Progress: 20/100 runs completed (20 successful)
