
================================================================================
EXPERIMENT LOG
================================================================================
Experiment Name: deterministic_translate
Start Time: 2025-12-06T22:40:49.759097

GIT INFORMATION:
  Commit:  753074661ebdcef1a74e3e7b7472afdb9911c09c
  Branch:  main
  Remote:  https://github.com/alainwelliver/deep-learning-speedrun-project.git
  Dirty:   True
  
GPU INFORMATION:
  CUDA Available: True
  Device Count:   1
  CUDA Version:   12.8
  PyTorch:        2.8.0+cu128
  Device 0: NVIDIA A100 80GB PCIe (85.1 GB)

================================================================================

[2025-12-06 22:40:49.759] [INFO] Starting experiment: deterministic_translate
[2025-12-06 22:40:49.759] [INFO] Configuration file: configs/deterministic_translate.json
[2025-12-06 22:40:49.759] [INFO] Module: airbench94_deterministic_translate
[2025-12-06 22:40:49.759] [INFO] Number of runs: 100
[2025-12-06 22:40:49.759] [INFO] Base seed: 42
[2025-12-06 22:40:49.759] [INFO] Hypothesis: Deterministic cycling through translation positions reduces redundancy (like alternating flip) and speeds up training convergence
[2025-12-06 22:40:49.759] [INFO] Modification: Replace random 2-pixel translation with deterministic position cycling based on hash(image_index) + epoch. Similar to how alternating flip removes randomness while preserving data diversity, cycling through translation positions should provide consistent augmentation without redundancy.
[2025-12-06 22:40:49.760] [INFO] Hyperparameters saved to hyperparameters.json
[2025-12-06 22:40:49.760] [INFO] Hyperparameters: {
  "experiment_name": "deterministic_translate",
  "hypothesis": "Deterministic cycling through translation positions reduces redundancy (like alternating flip) and speeds up training convergence",
  "modification": "Replace random 2-pixel translation with deterministic position cycling based on hash(image_index) + epoch. Similar to how alternating flip removes randomness while preserving data diversity, cycling through translation positions should provide consistent augmentation without redundancy.",
  "description": "The baseline uses random translation which can cause redundancy - the same image might get similar translations across epochs. By deterministically cycling through translation positions based on hash(image_index) + epoch, we ensure each image sees different translations across epochs while maintaining reproducibility. This is analogous to the alternating flip strategy that's already part of airbench94.",
  "base_seed": 42,
  "batch_size": 1024,
  "learning_rate": 11.5,
  "epochs": 9.9,
  "momentum": 0.85,
  "weight_decay": 0.0153,
  "bias_scaler": 64.0,
  "label_smoothing": 0.2,
  "whiten_bias_epochs": 3,
  "augmentation": {
    "flip": true,
    "translate": 2,
    "deterministic_translate": true
  },
  "target_accuracy": 0.94,
  "baseline_accuracy": 0.9401369762420654,
  "baseline_std": 0.001366604202900286,
  "baseline_n": 100,
  "implementation_notes": [
    "Modify the CifarLoader class in airbench94.py",
    "Replace random translation with deterministic cycling",
    "Use hash(image_index) + epoch to generate consistent translation offsets",
    "Cycle through the 25 possible translation positions (5x5 grid for 2-pixel translation)",
    "Maintain same translation magnitude (2 pixels) as baseline"
  ],
  "expected_impact": {
    "accuracy_change": "0.0% to +0.3%",
    "speed_improvement": "5-10%",
    "justification": "Removing randomness should slightly speed up training by reducing redundant similar augmentations. Similar to how alternating flip improved over random flip."
  },
  "ablations_planned": [
    "deterministic cycling (this experiment)",
    "random translation (baseline)",
    "no translation",
    "deterministic but fixed per image (no epoch variation)"
  ],
  "compute_requirements": {
    "gpu": "NVIDIA A100",
    "estimated_runs": 100,
    "estimated_total_time_minutes": 7
  }
}
[2025-12-06 22:40:49.760] [INFO] Loading and configuring airbench94_deterministic_translate...
[2025-12-06 22:40:50.759] [INFO] Effective augmentation config: {'flip': True, 'translate': 2, 'deterministic_translate': True}
[2025-12-06 22:40:50.759] [INFO] Running warmup...
[2025-12-06 22:41:06.832] [INFO] Warmup complete
[2025-12-06 22:41:06.832] [INFO] ================================================================================
[2025-12-06 22:41:06.832] [INFO] Starting 100 training runs...
[2025-12-06 22:41:06.832] [INFO] ================================================================================
[2025-12-06 22:41:06.832] [INFO] Starting run 0 with seed 42
[2025-12-06 22:41:12.315] [INFO] Run 0 complete: accuracy=0.9392, time=5.48s, seed=42
[2025-12-06 22:41:12.315] [INFO] Starting run 1 with seed 43
[2025-12-06 22:41:17.604] [INFO] Run 1 complete: accuracy=0.9417, time=5.29s, seed=43
[2025-12-06 22:41:17.604] [INFO] Starting run 2 with seed 44
[2025-12-06 22:41:22.895] [INFO] Run 2 complete: accuracy=0.9410, time=5.29s, seed=44
[2025-12-06 22:41:22.895] [INFO] Starting run 3 with seed 45
[2025-12-06 22:41:28.321] [INFO] Run 3 complete: accuracy=0.9384, time=5.43s, seed=45
[2025-12-06 22:41:28.321] [INFO] Starting run 4 with seed 46
[2025-12-06 22:41:33.837] [INFO] Run 4 complete: accuracy=0.9393, time=5.51s, seed=46
[2025-12-06 22:41:33.837] [INFO] Progress: 5/100 runs completed (5 successful)
[2025-12-06 22:41:33.837] [INFO] Starting run 5 with seed 47
[2025-12-06 22:41:39.321] [INFO] Run 5 complete: accuracy=0.9403, time=5.48s, seed=47
[2025-12-06 22:41:39.321] [INFO] Starting run 6 with seed 48
[2025-12-06 22:41:44.716] [INFO] Run 6 complete: accuracy=0.9380, time=5.39s, seed=48
[2025-12-06 22:41:44.716] [INFO] Starting run 7 with seed 49
[2025-12-06 22:41:50.128] [INFO] Run 7 complete: accuracy=0.9413, time=5.41s, seed=49
[2025-12-06 22:41:50.128] [INFO] Starting run 8 with seed 50
[2025-12-06 22:41:55.432] [INFO] Run 8 complete: accuracy=0.9402, time=5.30s, seed=50
[2025-12-06 22:41:55.432] [INFO] Starting run 9 with seed 51
[2025-12-06 22:42:01.126] [INFO] Run 9 complete: accuracy=0.9393, time=5.69s, seed=51
[2025-12-06 22:42:01.127] [INFO] Progress: 10/100 runs completed (10 successful)
[2025-12-06 22:42:01.127] [INFO] Starting run 10 with seed 52
[2025-12-06 22:42:06.921] [INFO] Run 10 complete: accuracy=0.9405, time=5.79s, seed=52
[2025-12-06 22:42:06.921] [INFO] Starting run 11 with seed 53
[2025-12-06 22:42:12.220] [INFO] Run 11 complete: accuracy=0.9378, time=5.30s, seed=53
[2025-12-06 22:42:12.220] [INFO] Starting run 12 with seed 54
[2025-12-06 22:42:17.725] [INFO] Run 12 complete: accuracy=0.9410, time=5.50s, seed=54
[2025-12-06 22:42:17.725] [INFO] Starting run 13 with seed 55
[2025-12-06 22:42:23.325] [INFO] Run 13 complete: accuracy=0.9379, time=5.60s, seed=55
[2025-12-06 22:42:23.325] [INFO] Starting run 14 with seed 56
[2025-12-06 22:42:28.714] [INFO] Run 14 complete: accuracy=0.9410, time=5.39s, seed=56
[2025-12-06 22:42:28.714] [INFO] Progress: 15/100 runs completed (15 successful)
[2025-12-06 22:42:28.714] [INFO] Starting run 15 with seed 57
[2025-12-06 22:42:34.028] [INFO] Run 15 complete: accuracy=0.9387, time=5.31s, seed=57
[2025-12-06 22:42:34.028] [INFO] Starting run 16 with seed 58
[2025-12-06 22:42:39.224] [INFO] Run 16 complete: accuracy=0.9401, time=5.20s, seed=58
[2025-12-06 22:42:39.225] [INFO] Starting run 17 with seed 59
[2025-12-06 22:42:44.522] [INFO] Run 17 complete: accuracy=0.9397, time=5.30s, seed=59
[2025-12-06 22:42:44.522] [INFO] Starting run 18 with seed 60
[2025-12-06 22:42:49.823] [INFO] Run 18 complete: accuracy=0.9399, time=5.30s, seed=60
[2025-12-06 22:42:49.823] [INFO] Starting run 19 with seed 61
[2025-12-06 22:42:55.325] [INFO] Run 19 complete: accuracy=0.9390, time=5.50s, seed=61
[2025-12-06 22:42:55.325] [INFO] Progress: 20/100 runs completed (20 successful)
